id,priority_label,title,description,text,category
LAERM-M-013,MEDIUM,Maschinenlärm zu Bürozeiten,Maschinenlärm ist tagsüber wahrnehmbar,"Maschinenlärm zu Bürozeiten
Maschinenlärm ist tagsüber wahrnehmbar",Lärm
AUSSEN-H-060,HIGH,Defekte Außenrampe für Rollstuhl,Nicht nutzbar und gefährlich,"Defekte Außenrampe für Rollstuhl
Nicht nutzbar und gefährlich",Außenbereich
SON-H-059,HIGH,Zutritt für Feuerwehr nicht möglich,Notfallzugang versperrt,"Zutritt für Feuerwehr nicht möglich
Notfallzugang versperrt",Sonstige
AUSSEN-L-007,LOW,Leichte Rostspuren am Zaun,Oberflächlicher Rost,"Leichte Rostspuren am Zaun
Oberflächlicher Rost",Außenbereich
H-011,HIGH,Kein Warmwasser im gesamten Haushalt,In Küche und Bad kommt nur kaltes Wasser aus den Leitungen.,"Kein Warmwasser im gesamten Haushalt
In Küche und Bad kommt nur kaltes Wasser aus den Leitungen.",Heizung / Wärmeversorgung
SM-L-027,LOW,Kleiner Schimmelfleck im Raumecke,"Kleiner Schimmelpunkt im Raumecke, nur oberflächlich.","Kleiner Schimmelfleck im Raumecke
Kleiner Schimmelpunkt im Raumecke, nur oberflächlich.",Schimmel
LAERM-M-056,MEDIUM,Deutliches Pfeifen aus Lüftung,"Aus der Lüftung ist ein deutliches Pfeifen hörbar, Anlage läuft aber weiter.","Deutliches Pfeifen aus Lüftung
Aus der Lüftung ist ein deutliches Pfeifen hörbar, Anlage läuft aber weiter.",Lärm
SON-H-054,HIGH,Steuerungsrechner nicht startfähig,Systeme offline,"Steuerungsrechner nicht startfähig
Systeme offline",Sonstige
H-018,HIGH,Kein warmes Wasser mehr,Seit mehreren Stunden steht kein Warmwasser zur Verfügung.,"Kein warmes Wasser mehr
Seit mehreren Stunden steht kein Warmwasser zur Verfügung.",Heizung / Wärmeversorgung
REIN-L-022,LOW,Leichte Schlieren in Hof,Schlieren kaum sichtbar; optisch unkritisch.,"Leichte Schlieren in Hof
Schlieren kaum sichtbar; optisch unkritisch.",Reinigung
A-H-085,HIGH,Aufzug setzt wiederholt Notstopp,Der Aufzug löst während der Fahrt mehrfach den Notstopp aus.,"Aufzug setzt wiederholt Notstopp
Der Aufzug löst während der Fahrt mehrfach den Notstopp aus.",Aufzug
LAERM-H-036,HIGH,Nächtliches Klopfen in der Wand,In der Nacht starkes Klopfen in der Wand,"Nächtliches Klopfen in der Wand
In der Nacht starkes Klopfen in der Wand",Lärm
SON-H-042,HIGH,Sicherheitsprotokolle nicht gespeichert,Nachvollziehbarkeit fehlt,"Sicherheitsprotokolle nicht gespeichert
Nachvollziehbarkeit fehlt",Sonstige
AUSSEN-M-040,MEDIUM,Abnutzung an Rampe,Oberfläche rutschig,"Abnutzung an Rampe
Oberfläche rutschig",Außenbereich
BS-H-033,HIGH,Starke Rissbildung Fassade,Die Fassade weist tiefe strukturelle Risse auf,"Starke Rissbildung Fassade
Die Fassade weist tiefe strukturelle Risse auf",Bauliche Schäden
BS-L-050,LOW,Kleine Putzunebenheit Treppe,An der Treppe ist eine kleine Putzunebenheit erkennbar.,"Kleine Putzunebenheit Treppe
An der Treppe ist eine kleine Putzunebenheit erkennbar.",Bauliche Schäden
TF-L-033,LOW,Türgriff verfärbt,Der Türgriff ist verfärbt.,"Türgriff verfärbt
Der Türgriff ist verfärbt.",Türen/Fenster
E-M-031,MEDIUM,Steckdose im Bad ohne Funktion,Die Steckdose im Bad funktioniert nicht.,"Steckdose im Bad ohne Funktion
Die Steckdose im Bad funktioniert nicht.",Elektro
HM-003,MEDIUM,Heizung braucht sehr lange zum Aufwärmen,Die Heizkörper benötigen ungewöhnlich viel Zeit bis sie warm werden.,"Heizung braucht sehr lange zum Aufwärmen
Die Heizkörper benötigen ungewöhnlich viel Zeit bis sie warm werden.",Heizung / Wärmeversorgung
LAERM-H-024,HIGH,Dauerlärm durch Nachbarbetrieb,Ein angrenzender Betrieb verursacht extremen Lärm,"Dauerlärm durch Nachbarbetrieb
Ein angrenzender Betrieb verursacht extremen Lärm",Lärm
A-L-018,LOW,Aufzugboden abgenutzt,Der Boden im Aufzug ist abgenutzt.,"Aufzugboden abgenutzt
Der Boden im Aufzug ist abgenutzt.",Aufzug
LAERM-H-084,HIGH,Rattern in Decke mit Störungsverdacht,Ein sehr lautes Rattern in der Decke deutet auf einen Defekt hin.,"Rattern in Decke mit Störungsverdacht
Ein sehr lautes Rattern in der Decke deutet auf einen Defekt hin.",Lärm
BS-H-032,HIGH,Abgesackte Decke Küche,Die Küchendecke ist sichtbar abgesackt,"Abgesackte Decke Küche
Die Küchendecke ist sichtbar abgesackt",Bauliche Schäden
SM-M-070,MEDIUM,Schimmel an Sockelleiste im Hausflur,Schimmelbildung an einer kühlen Stelle im Hausflur.,"Schimmel an Sockelleiste im Hausflur
Schimmelbildung an einer kühlen Stelle im Hausflur.",Schimmel
SM-H-083,HIGH,Schimmelgeruch und Befall im Wohnzimmer,Starker Schimmel durch anhaltende Feuchtigkeit im Wohnzimmer.,"Schimmelgeruch und Befall im Wohnzimmer
Starker Schimmel durch anhaltende Feuchtigkeit im Wohnzimmer.",Schimmel
BSCH-H-089,HIGH,Heißes Kabel am Sicherungskasten – Bereich 39,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar. (Betroffen: Gemeinschaftsfläche).,"Heißes Kabel am Sicherungskasten – Bereich 39
Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar. (Betroffen: Gemeinschaftsfläche).",Brandschutz
TF-L-026,LOW,Fensterrahmen vergilbt,Der Fensterrahmen ist vergilbt.,"Fensterrahmen vergilbt
Der Fensterrahmen ist vergilbt.",Türen/Fenster
SW-M-027,MEDIUM,Warmwasser zeitweise lauwarm,Temperatur nicht konstant.,"Warmwasser zeitweise lauwarm
Temperatur nicht konstant.",Sanitär / Wasser
REIN-M-016,MEDIUM,Verschmutzte Kontaktflächen in Keller,Handläufe/Griffe/Schalter fleckig; optisch störend.,"Verschmutzte Kontaktflächen in Keller
Handläufe/Griffe/Schalter fleckig; optisch störend.",Reinigung
SW-H-048,HIGH,Wasser tritt aus Bodenablauf aus,Der Bodenablauf läuft über.,"Wasser tritt aus Bodenablauf aus
Der Bodenablauf läuft über.",Sanitär / Wasser
TF-L-025,LOW,Türrahmen kleine Absplitterung,Am Türrahmen ist eine kleine Absplitterung.,"Türrahmen kleine Absplitterung
Am Türrahmen ist eine kleine Absplitterung.",Türen/Fenster
SW-M-078,MEDIUM,WC-Spülkasten tropft leicht,Kleine Tropfen sichtbar.,"WC-Spülkasten tropft leicht
Kleine Tropfen sichtbar.",Sanitär / Wasser
BS-L-039,LOW,Optische Abnutzung Treppenhaus,Im Treppenhaus sind leichte optische Abnutzungen zu sehen.,"Optische Abnutzung Treppenhaus
Im Treppenhaus sind leichte optische Abnutzungen zu sehen.",Bauliche Schäden
SM-M-027,MEDIUM,Leichter Schimmel an Waschküche-Ecke,Schimmel an Fensterbereich im Waschküche festgestellt.,"Leichter Schimmel an Waschküche-Ecke
Schimmel an Fensterbereich im Waschküche festgestellt.",Schimmel
SM-M-018,MEDIUM,Schimmel durch Kondenswasser im Küche,Schimmelbildung an einer kühlen Stelle im Küche.,"Schimmel durch Kondenswasser im Küche
Schimmelbildung an einer kühlen Stelle im Küche.",Schimmel
BS-H-043,HIGH,Abgesackter Balkonboden,Der Balkonboden ist deutlich abgesackt,"Abgesackter Balkonboden
Der Balkonboden ist deutlich abgesackt",Bauliche Schäden
A-M-037,MEDIUM,Aufzug zeigt sporadische Störung,Der Aufzug zeigt sporadisch Störungen.,"Aufzug zeigt sporadische Störung
Der Aufzug zeigt sporadisch Störungen.",Aufzug
SW-M-047,MEDIUM,Abfluss teilweise verstopft im Gäste-WC,Wasser läuft langsam ab.,"Abfluss teilweise verstopft im Gäste-WC
Wasser läuft langsam ab.",Sanitär / Wasser
TF-H-056,HIGH,Tür schließt nicht mehr vollständig,Die Tür schließt nicht vollständig.,"Tür schließt nicht mehr vollständig
Die Tür schließt nicht vollständig.",Türen/Fenster
E-H-044,HIGH,Stromausfall wegen Überlastung,Die Stromversorgung ist wegen Überlastung ausgefallen.,"Stromausfall wegen Überlastung
Die Stromversorgung ist wegen Überlastung ausgefallen.",Elektro
SM-M-054,MEDIUM,Schimmel an Sockelleiste im Schlafzimmer,"Begrenzte Schimmelstellen im Schlafzimmer, aktuell lokal begrenzt.","Schimmel an Sockelleiste im Schlafzimmer
Begrenzte Schimmelstellen im Schlafzimmer, aktuell lokal begrenzt.",Schimmel
BSCH-H-066,HIGH,Brandgefährliche Lagerung im Keller – Bereich 16,Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr. (Betroffen: Treppenhaus).,"Brandgefährliche Lagerung im Keller – Bereich 16
Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr. (Betroffen: Treppenhaus).",Brandschutz
BS-H-078,HIGH,Abgesackter Treppenabsatz,Ein Treppenabsatz ist abgesackt,"Abgesackter Treppenabsatz
Ein Treppenabsatz ist abgesackt",Bauliche Schäden
BSCH-M-019,MEDIUM,Rauchmelder verschmutzt,"Der Rauchmelder ist sichtbar verschmutzt, Reinigung/Wartung nötig.","Rauchmelder verschmutzt
Der Rauchmelder ist sichtbar verschmutzt, Reinigung/Wartung nötig.",Brandschutz
SW-L-033,LOW,WC-Spülkasten leicht verschmutzt,Optisches Thema.,"WC-Spülkasten leicht verschmutzt
Optisches Thema.",Sanitär / Wasser
E-H-031,HIGH,Stromausfall gesamter Stockwerk,Ein komplettes Stockwerk ist ohne Strom.,"Stromausfall gesamter Stockwerk
Ein komplettes Stockwerk ist ohne Strom.",Elektro
REIN-H-020,HIGH,Hygienische Verunreinigung in Außenbereich,Fluchtweg ist beeinträchtigt im Außenbereich festgestellt; sofortige Reinigung erforderlich.,"Hygienische Verunreinigung in Außenbereich
Fluchtweg ist beeinträchtigt im Außenbereich festgestellt; sofortige Reinigung erforderlich.",Reinigung
TF-H-046,HIGH,Fenster springt bei Wind auf,Das Fenster springt bei Wind auf.,"Fenster springt bei Wind auf
Das Fenster springt bei Wind auf.",Türen/Fenster
SON-H-020,HIGH,Notstromumschaltung defekt,Backup-Stromversorgung unsicher,"Notstromumschaltung defekt
Backup-Stromversorgung unsicher",Sonstige
AUSSEN-H-080,HIGH,Schranke fährt unkontrolliert,Die Schranke bewegt sich unkontrolliert und gefährdet Personen.,"Schranke fährt unkontrolliert
Die Schranke bewegt sich unkontrolliert und gefährdet Personen.",Außenbereich
HM-062,MEDIUM,Heizung reagiert nicht präzise,Temperaturregelung ist ungenau.,"Heizung reagiert nicht präzise
Temperaturregelung ist ungenau.",Heizung / Wärmeversorgung
SM-H-044,HIGH,Massiver Schimmel an Waschküche-Wand,Nach Wassereintritt hat sich starker Schimmel im Waschküche gebildet.,"Massiver Schimmel an Waschküche-Wand
Nach Wassereintritt hat sich starker Schimmel im Waschküche gebildet.",Schimmel
HM-015,MEDIUM,Heizleistung reduziert,Die Heizung liefert weniger Wärme als üblich.,"Heizleistung reduziert
Die Heizung liefert weniger Wärme als üblich.",Heizung / Wärmeversorgung
REIN-M-071,MEDIUM,Verschmutzte Kontaktflächen in Eingang,Handläufe/Griffe/Schalter fleckig; optisch störend. (wiederholt gemeldet),"Verschmutzte Kontaktflächen in Eingang
Handläufe/Griffe/Schalter fleckig; optisch störend. (wiederholt gemeldet)",Reinigung
SM-H-057,HIGH,Starker Schimmel im Schlafzimmer,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Schlafzimmer.,"Starker Schimmel im Schlafzimmer
Schimmel breitet sich schnell aus; Gesundheitsrisiko im Schlafzimmer.",Schimmel
SM-L-014,LOW,Leichte Schimmelverfärbung im Fensterrahmen,"Kleiner Schimmelpunkt im Fensterrahmen, nur oberflächlich.","Leichte Schimmelverfärbung im Fensterrahmen
Kleiner Schimmelpunkt im Fensterrahmen, nur oberflächlich.",Schimmel
A-M-009,MEDIUM,Aufzug bleibt kurz stehen,Der Aufzug bleibt während der Fahrt kurz stehen.,"Aufzug bleibt kurz stehen
Der Aufzug bleibt während der Fahrt kurz stehen.",Aufzug
REIN-L-042,LOW,Leichte Staubschicht in Fahrradraum,Kaum sichtbare Staubablagerungen; bei nächster Reinigung mitnehmen. (wiederholt gemeldet),"Leichte Staubschicht in Fahrradraum
Kaum sichtbare Staubablagerungen; bei nächster Reinigung mitnehmen. (wiederholt gemeldet)",Reinigung
TF-H-065,HIGH,Tür schließt nicht mehr sicher,Die Tür schließt nicht mehr sicher.,"Tür schließt nicht mehr sicher
Die Tür schließt nicht mehr sicher.",Türen/Fenster
AUSSEN-H-028,HIGH,Instabile Sitzbank,Bank droht zusammenzubrechen,"Instabile Sitzbank
Bank droht zusammenzubrechen",Außenbereich
SON-M-050,MEDIUM,Interne Statusanzeigen uneinheitlich,Verwirrung bei Personal,"Interne Statusanzeigen uneinheitlich
Verwirrung bei Personal",Sonstige
A-L-038,LOW,Aufzugkabine hat Gebrauchsspuren,Sichtbare Gebrauchsspuren in der Kabine.,"Aufzugkabine hat Gebrauchsspuren
Sichtbare Gebrauchsspuren in der Kabine.",Aufzug
LAERM-H-071,HIGH,Extrem lautes Rumpeln im Aufzug,Der Aufzug erzeugt beim Fahren ein sehr lautes Rumpeln und Vibrieren.,"Extrem lautes Rumpeln im Aufzug
Der Aufzug erzeugt beim Fahren ein sehr lautes Rumpeln und Vibrieren.",Lärm
REIN-H-011,HIGH,Ungeziefer durch Verschmutzung in Notausgang,Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Notausgang gesichtet.,"Ungeziefer durch Verschmutzung in Notausgang
Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Notausgang gesichtet.",Reinigung
A-M-004,MEDIUM,Aufzug ruckelt leicht,Der Aufzug ruckelt während der Fahrt leicht.,"Aufzug ruckelt leicht
Der Aufzug ruckelt während der Fahrt leicht.",Aufzug
SW-H-085,HIGH,Starker Wasseraustritt an Steigleitung,Die Steigleitung ist undicht.,"Starker Wasseraustritt an Steigleitung
Die Steigleitung ist undicht.",Sanitär / Wasser
E-L-023,LOW,Licht im Treppenhaus etwas dunkel,Die Treppenhausbeleuchtung ist etwas zu dunkel.,"Licht im Treppenhaus etwas dunkel
Die Treppenhausbeleuchtung ist etwas zu dunkel.",Elektro
TF-L-009,LOW,Türblatt verfärbt,Das Türblatt ist verfärbt.,"Türblatt verfärbt
Das Türblatt ist verfärbt.",Türen/Fenster
SM-H-002,HIGH,Großflächiger Schimmelbefall im Bad,Großflächiger Schimmelbefall an Wand und Decke im Bad.,"Großflächiger Schimmelbefall im Bad
Großflächiger Schimmelbefall an Wand und Decke im Bad.",Schimmel
TF-M-004,MEDIUM,Tür quietscht stark,Die Tür quietscht bei jedem Öffnen.,"Tür quietscht stark
Die Tür quietscht bei jedem Öffnen.",Türen/Fenster
AUSSEN-L-024,LOW,Leichte Verschmutzung an Zufahrt,Schmutz sichtbar,"Leichte Verschmutzung an Zufahrt
Schmutz sichtbar",Außenbereich
A-H-024,HIGH,Aufzug bleibt mit Kind stecken,Ein Kind ist im Aufzug eingeschlossen.,"Aufzug bleibt mit Kind stecken
Ein Kind ist im Aufzug eingeschlossen.",Aufzug
LAERM-M-069,MEDIUM,Störender Lüfterton aus Nachbarraum,Aus einem Nachbarraum ist ein störender Lüfterton hörbar.,"Störender Lüfterton aus Nachbarraum
Aus einem Nachbarraum ist ein störender Lüfterton hörbar.",Lärm
SW-M-058,MEDIUM,WC-Spülung schwach,Spülleistung vermindert.,"WC-Spülung schwach
Spülleistung vermindert.",Sanitär / Wasser
H-049,HIGH,Heizung außer Betrieb seit heute,Seit heute Morgen ist die Heizung ausgefallen.,"Heizung außer Betrieb seit heute
Seit heute Morgen ist die Heizung ausgefallen.",Heizung / Wärmeversorgung
A-H-023,HIGH,Aufzug bleibt nach Stromausfall stehen,Der Aufzug startet nach Stromausfall nicht.,"Aufzug bleibt nach Stromausfall stehen
Der Aufzug startet nach Stromausfall nicht.",Aufzug
REIN-H-089,HIGH,Ungeziefer durch Verschmutzung in Gemeinschaftsraum,Aufgrund von Abfällen wurden starker Gestank im Bereich Gemeinschaftsraum gesichtet.,"Ungeziefer durch Verschmutzung in Gemeinschaftsraum
Aufgrund von Abfällen wurden starker Gestank im Bereich Gemeinschaftsraum gesichtet.",Reinigung
A-H-059,HIGH,Aufzug bleibt im Zwischenstock,Der Aufzug bleibt im Zwischenstock stehen.,"Aufzug bleibt im Zwischenstock
Der Aufzug bleibt im Zwischenstock stehen.",Aufzug
LAERM-M-018,MEDIUM,Geräusche aus Nachbarbüro,Geräusche aus angrenzendem Büro stören,"Geräusche aus Nachbarbüro
Geräusche aus angrenzendem Büro stören",Lärm
REIN-M-006,MEDIUM,Staubansammlung in Tiefgarage,Staub/Schlieren seit einigen Tagen; Staub auf Oberflächen.,"Staubansammlung in Tiefgarage
Staub/Schlieren seit einigen Tagen; Staub auf Oberflächen.",Reinigung
BS-H-012,HIGH,Starke Setzrisse,Mehrere Setzrisse ziehen sich durch die Außenwand,"Starke Setzrisse
Mehrere Setzrisse ziehen sich durch die Außenwand",Bauliche Schäden
AUSSEN-H-038,HIGH,Offene Kabeltrasse,Kabel ungesichert im Außenbereich,"Offene Kabeltrasse
Kabel ungesichert im Außenbereich",Außenbereich
BS-M-034,MEDIUM,Putzschäden Balkonunterseite,Unter dem Balkon sind Putzschäden sichtbar,"Putzschäden Balkonunterseite
Unter dem Balkon sind Putzschäden sichtbar",Bauliche Schäden
AUSSEN-L-014,LOW,Blätter auf Parkplatz,Parkfläche nicht gereinigt,"Blätter auf Parkplatz
Parkfläche nicht gereinigt",Außenbereich
AUSSEN-L-006,LOW,Laubansammlung im Eingangsbereich,Laub liegt auf Boden,"Laubansammlung im Eingangsbereich
Laub liegt auf Boden",Außenbereich
SM-M-043,MEDIUM,Schimmel an Sockelleiste im Kellerraum,"Schimmel an Sockelleiste im Kellerraum, noch nicht großflächig.","Schimmel an Sockelleiste im Kellerraum
Schimmel an Sockelleiste im Kellerraum, noch nicht großflächig.",Schimmel
SON-M-045,MEDIUM,Monitoring-Dashboard unübersichtlich,Fehler schwer erkennbar,"Monitoring-Dashboard unübersichtlich
Fehler schwer erkennbar",Sonstige
SM-L-009,LOW,Kleiner Schimmelfleck im Fensterbank,"Kaum sichtbare Schimmelspur im Fensterbank, sehr gering ausgeprägt.","Kleiner Schimmelfleck im Fensterbank
Kaum sichtbare Schimmelspur im Fensterbank, sehr gering ausgeprägt.",Schimmel
SM-M-057,MEDIUM,Schimmel an Sockelleiste im Küche,"Begrenzte Schimmelstellen im Küche, aktuell lokal begrenzt.","Schimmel an Sockelleiste im Küche
Begrenzte Schimmelstellen im Küche, aktuell lokal begrenzt.",Schimmel
H-019,HIGH,Heizungsanlage außer Betrieb,Die Heizungsanlage hat sich abgeschaltet und lässt sich nicht starten.,"Heizungsanlage außer Betrieb
Die Heizungsanlage hat sich abgeschaltet und lässt sich nicht starten.",Heizung / Wärmeversorgung
A-M-043,MEDIUM,Aufzug reagiert verzögert bei Etagenwahl,Die Etagenwahl reagiert verzögert.,"Aufzug reagiert verzögert bei Etagenwahl
Die Etagenwahl reagiert verzögert.",Aufzug
AUSSEN-H-019,HIGH,Defekter Handlauf außen,Handlauf fehlt teilweise,"Defekter Handlauf außen
Handlauf fehlt teilweise",Außenbereich
REIN-H-019,HIGH,Ungeziefer durch Verschmutzung in Müllraum,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Müllraum gesichtet.,"Ungeziefer durch Verschmutzung in Müllraum
Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Müllraum gesichtet.",Reinigung
AUSSEN-H-027,HIGH,Starker Wasserablauf blockiert,Wasser staut sich gefährlich,"Starker Wasserablauf blockiert
Wasser staut sich gefährlich",Außenbereich
LAERM-H-039,HIGH,Ununterbrochenes Dröhnen nachts,Nächtliches Dauerdröhnen im Gebäude,"Ununterbrochenes Dröhnen nachts
Nächtliches Dauerdröhnen im Gebäude",Lärm
REIN-L-008,LOW,Leichte Schlieren in Müllplatz,Schlieren kaum sichtbar; keine Beeinträchtigung.,"Leichte Schlieren in Müllplatz
Schlieren kaum sichtbar; keine Beeinträchtigung.",Reinigung
E-M-035,MEDIUM,Steckdose locker im Kinderzimmer,Eine Steckdose im Kinderzimmer ist locker.,"Steckdose locker im Kinderzimmer
Eine Steckdose im Kinderzimmer ist locker.",Elektro
BS-M-055,MEDIUM,Putzschäden Flurdecke,An der Flurdecke gibt es Putzschäden,"Putzschäden Flurdecke
An der Flurdecke gibt es Putzschäden",Bauliche Schäden
BSCH-M-008,MEDIUM,Notausgangsschild locker,Ein Notausgangsschild ist locker befestigt und könnte abfallen.,"Notausgangsschild locker
Ein Notausgangsschild ist locker befestigt und könnte abfallen.",Brandschutz
A-H-062,HIGH,Aufzug bleibt bei Start hängen,Der Aufzug bleibt direkt beim Start hängen.,"Aufzug bleibt bei Start hängen
Der Aufzug bleibt direkt beim Start hängen.",Aufzug
BSCH-M-021,MEDIUM,Feuerlöscher schlecht erreichbar,Der Feuerlöscher ist durch Gegenstände schwer erreichbar.,"Feuerlöscher schlecht erreichbar
Der Feuerlöscher ist durch Gegenstände schwer erreichbar.",Brandschutz
SW-M-069,MEDIUM,Abfluss in Küche läuft langsam ab,Kein Rückstau.,"Abfluss in Küche läuft langsam ab
Kein Rückstau.",Sanitär / Wasser
SON-H-023,HIGH,Automatische Tür schließt nicht,Unkontrollierter Zugang,"Automatische Tür schließt nicht
Unkontrollierter Zugang",Sonstige
A-L-040,LOW,Aufzugtür schließt mit Verzögerung,Die Tür schließt mit leichter Verzögerung.,"Aufzugtür schließt mit Verzögerung
Die Tür schließt mit leichter Verzögerung.",Aufzug
SM-H-046,HIGH,Schimmel nach Feuchtigkeitsschaden im Bad,Starker Schimmel durch anhaltende Feuchtigkeit im Bad.,"Schimmel nach Feuchtigkeitsschaden im Bad
Starker Schimmel durch anhaltende Feuchtigkeit im Bad.",Schimmel
