id,title,description,priority_label,impact_annotation,urgency_annotation,category
HL-025,Heizung arbeitet hörbar,Leise Betriebsgeräusche sind wahrnehmbar.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-026,Heizleistung leicht reduziert,Die Heizung liefert etwas weniger Wärme.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-027,Heizung braucht etwas länger zum Start,Die Anlage startet minimal verzögert.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-028,Warmwasser schwankt minimal,Die Temperatur ändert sich leicht.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-029,Heizkörper knistert,Beim Betrieb sind leichte Geräusche hörbar.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-030,Heizung etwas träge,Temperaturänderungen erfolgen langsam.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-031,Heizkörper wird nur mäßig warm,"Die Temperatur ist ausreichend, aber nicht hoch.",LOW,gering,gering,Heizung / Wärmeversorgung
HL-032,Warmwasserleistung leicht eingeschränkt,Die Menge ist minimal reduziert.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-033,Heizung nicht optimal eingestellt,Optimierung der Einstellungen empfohlen.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-034,Heizung läuft etwas länger als üblich,Die Laufzeit ist leicht erhöht.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-035,Heizkörper unterschiedlich warm,Temperaturunterschiede sind gering.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-036,Warmwasser leicht unter Solltemperatur,Die Temperatur ist geringfügig niedriger.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-037,Heizung leicht ineffizient,Der Betrieb könnte optimiert werden.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-038,Heizung reagiert langsam,Anpassungen erfolgen verzögert.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-039,Heizkörper wird langsam warm,Die Aufheizzeit ist leicht erhöht.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-040,Warmwasser minimal verzögert,Das Warmwasser kommt mit kurzer Verzögerung.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-041,Heizung macht leise Klopfgeräusche,Gelegentlich sind leichte Geräusche hörbar.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-042,Heizleistung leicht schwankend,Kleine Schwankungen der Heizleistung.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-043,Heizung nicht ganz gleichmäßig,Einzelne Räume sind minimal kühler.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-044,Warmwasser leicht wechselnd,Die Temperatur variiert geringfügig.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-045,Heizkörper leicht kühler als gewohnt,Die Temperatur ist geringfügig niedriger.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-046,Heizung läuft etwas unruhig,Die Anlage arbeitet hörbar.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-047,Heizkörper nur handwarm,"Die Wärme reicht aus, aber nicht optimal.",LOW,gering,gering,Heizung / Wärmeversorgung
HL-048,Warmwasserleistung geringfügig reduziert,Die Temperatur ist leicht niedriger.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-049,Heizung etwas ineffizient,Optimierung der Heizkurve empfohlen.,LOW,gering,gering,Heizung / Wärmeversorgung
HL-050,Heizung minimal träge,Temperaturänderungen dauern etwas länger.,LOW,gering,gering,Heizung / Wärmeversorgung
SW-H-001,Wasserleitung geplatzt im Badezimmer,Aus der Wand im Badezimmer tritt unkontrolliert Wasser aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-002,Kein Trinkwasser im gesamten Gebäude,Seit mehreren Stunden kommt kein Wasser aus den Leitungen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-003,Starker Wasseraustritt unter Spüle,Unter der Küchenspüle läuft Wasser aus einem Rohr.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-004,Abwasser tritt aus Toilette aus,Beim Spülen tritt Abwasser aus der Toilette aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-005,Rohrbruch im Keller,Im Keller steht Wasser durch einen Rohrbruch.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-006,Toilette vollständig verstopft,Die Toilette ist nicht mehr nutzbar und läuft über.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-007,Wasserschaden in der Wohnung,Große Mengen Wasser haben den Boden durchfeuchtet.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-008,Kein Warmwasser im ganzen Haus,Das Warmwassersystem ist komplett ausgefallen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-009,Wasser tropft durch die Decke,Aus der Decke tropft kontinuierlich Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-010,Abfluss läuft über,Der Abfluss im Bad läuft über und verursacht Wasserschäden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-011,Defektes Hauptwasserrohr,Das Hauptwasserrohr ist beschädigt und verliert Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-012,Überschwemmung im Badezimmer,Das Badezimmer steht vollständig unter Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-013,Kein Wasser in mehreren Wohnungen,Mehrere Wohnungen sind ohne Wasserversorgung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-014,Abwassergeruch und Rückstau,Abwasser staut sich zurück und tritt aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-015,Rohrbruch hinter Wand vermutet,Feuchtigkeit und Wasseraustritt deuten auf Rohrbruch hin.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-016,Defekter Wasserzähler mit Leck,Am Wasserzähler tritt Wasser aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-017,Waschmaschinenanschluss undicht,Wasser tritt stark aus dem Anschluss aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-018,Abwasser läuft nicht mehr ab,"Kein Abfluss mehr möglich, Wasser staut sich.",HIGH,hoch,hoch,Sanitär / Wasser
SW-H-019,Starker Wasserschaden im Flur,Der Boden ist durch austretendes Wasser beschädigt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-020,Wasser tritt aus Heizungsanschluss aus,Starker Wasseraustritt an der Leitung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-021,WC-Spülkasten defekt und läuft,Der Spülkasten hört nicht auf zu laufen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-022,Wasser dringt in Nachbarwohnung ein,Durch Wasseraustritt ist die Nachbarwohnung betroffen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-023,Abwasser im Keller,Abwasser tritt im Kellerbereich aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-024,Wasserrohr eingefroren und geplatzt,Das Rohr ist geplatzt und Wasser läuft aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-025,Kein Kaltwasser verfügbar,Aus allen Kaltwasserhähnen kommt kein Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-026,Stark tropfender Wasserhahn,Wasser tropft ununterbrochen und verursacht Schaden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-027,Abflussrohr gebrochen,Das Abflussrohr ist sichtbar gebrochen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-028,Wasser läuft unter Bodenbelag,Wasser sammelt sich unter dem Boden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-029,Toilette nicht nutzbar,Die Toilette ist vollständig außer Betrieb.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-030,Mehrere Wasserlecks gleichzeitig,In verschiedenen Räumen tritt Wasser aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-031,Starker Druckverlust Wasserleitung,Der Wasserdruck ist plötzlich extrem niedrig.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-032,Wasser läuft aus Wandanschluss,Starker Wasseraustritt aus Wandarmatur.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-033,Abwasser staut sich im Bad,Beim Duschen läuft Abwasser hoch.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-034,Defekter Warmwasserspeicher,Wasser tritt aus dem Speicher aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-035,Kein Wasser nach Bauarbeiten,Nach Arbeiten ist die Wasserversorgung ausgefallen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-036,Rohrbruch im Steigstrang,Ein Steigstrang ist beschädigt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-037,Wasser tritt aus Deckenlampe,Wasser läuft aus der Deckeninstallation.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-038,Abfluss komplett blockiert,Kein Wasser kann mehr abfließen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-039,Leitungswasserschaden im Schlafzimmer,Wasser hat den Boden durchnässt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-040,WC läuft über,Die Toilette läuft über und verursacht Schaden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-041,Wasserrohr beschädigt nach Frost,Nach Frost ist ein Rohr geplatzt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-042,Abwasser tritt aus Dusche aus,Beim Duschen läuft Abwasser hoch.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-043,Starker Wasseraustritt an Armatur,Die Armatur lässt Wasser austreten.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-044,Wasser dringt in Elektroinstallation,Wasser läuft in Steckdosenbereich.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-045,Kein Wasser in Küche und Bad,Beide Räume ohne Wasserversorgung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-046,Abwasserrohr undicht,Abwasser tritt aus einem Rohr aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-047,Starker Wasserschaden nach Rohrbruch,Großflächiger Schaden durch austretendes Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-048,Wasser tritt aus Bodenablauf aus,Der Bodenablauf läuft über.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-049,Defekte Hauptabsperrung,Das Wasser lässt sich nicht abstellen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-050,Kein Wasser nach Rohrreparatur,Die Versorgung ist weiterhin unterbrochen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-051,WC-Spülung blockiert und läuft,Wasser läuft dauerhaft nach.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-052,Abwasser tritt aus Kellerabfluss aus,Der Keller wird überschwemmt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-053,Wasserleitung stark beschädigt,Ein Rohr ist sichtbar beschädigt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-054,Wasser tropft massiv aus Decke,Starker Wasseraustritt von oben.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-055,Kein Wasser in sanitären Anlagen,Sanitäre Nutzung nicht möglich.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-056,Abwassergeruch mit Wasseraustritt,Abwasser tritt sichtbar aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-057,Defekter Boiler mit Wasseraustritt,Wasser tritt aus dem Gerät aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-058,Rohrbruch unter Estrich,Vermuteter Rohrbruch unter dem Boden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-059,Wasser sammelt sich in Wand,Feuchtigkeit deutet auf Wasserschaden hin.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-060,Abfluss komplett verstopft und überlaufend,Abwasser tritt aus mehreren Stellen aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-061,Wasser tritt aus Sicherungskasten,Wasser läuft in den Sicherungskasten.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-062,Starker Wasseraustritt im Treppenhaus,Das Treppenhaus ist nass.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-063,Defekter Hausanschluss Wasser,Wasser tritt am Hausanschluss aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-064,Kein Abfluss mehr im Gebäude,Alle Abflüsse blockiert.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-065,Rohrleitung stark korrodiert und undicht,Altes Rohr verliert Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-066,Wasser läuft durch Wand in Nachbarraum,Wasser dringt in andere Räume ein.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-067,Abwasser tritt aus Waschbecken aus,Beim Gebrauch läuft Abwasser hoch.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-068,Defektes Eckventil mit Leck,Das Ventil lässt Wasser austreten.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-069,Kein Wasser nach Leitungsbruch,Nach Schaden keine Versorgung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-070,Wasser tritt aus Heizungsraum aus,Starker Wasseraustritt im Technikraum.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-071,Abflussrohr geplatzt,Das Rohr ist sichtbar geplatzt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-072,Starker Wasserschaden im Wohnzimmer,Boden und Wände sind durchnässt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-073,Wasser läuft aus Dusche in Wohnung,Das Bad steht unter Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-074,Defekter Warmwasseranschluss,Wasser tritt aus der Leitung aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-075,Abwasser tritt aus Boden im Keller,Der Keller wird geflutet.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-076,Wasserleitung stark undicht,Stetiger starker Wasseraustritt.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-077,Kein Wasser in mehreren Stockwerken,Mehrere Etagen betroffen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-078,WC nicht mehr funktionsfähig,Toilette kann nicht benutzt werden.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-079,Abfluss überläuft bei Nutzung,Schon geringe Nutzung führt zu Überlauf.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-080,Wasser tritt aus Rohrverbindung aus,Starke Undichtigkeit an Verbindung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-081,Abwasser läuft in Dusche zurück,Rückstau verursacht Überschwemmung.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-082,Defekter Hauswasserfilter mit Leck,Wasser tritt aus dem Filtergehäuse aus.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-083,Wasser tritt aus Wand im Flur aus,Feuchtigkeit und Wasser sichtbar.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-084,Kein Wasser nach Rohrsanierung,Die Wasserversorgung bleibt unterbrochen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-085,Starker Wasseraustritt an Steigleitung,Die Steigleitung ist undicht.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-086,Abfluss im Bad vollständig blockiert,Kein Wasserabfluss mehr möglich.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-087,Wasser läuft in Aufzugsschacht,Wasser dringt in den Aufzugsschacht.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-088,Defekte Druckleitung mit Wasseraustritt,Die Leitung verliert massiv Wasser.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-089,Kein Trinkwasser im Hausanschluss,Die Trinkwasserversorgung ist ausgefallen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-H-090,Großflächiger Wasserschaden nach Rohrbruch,Mehrere Räume stark betroffen.,HIGH,hoch,hoch,Sanitär / Wasser
SW-M-001,Leicht tropfender Wasserhahn im Bad,Der Wasserhahn tropft regelmäßig.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-002,Abfluss im Bad läuft langsam ab,Das Wasser braucht lange zum Ablaufen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-003,Schwacher Wasserdruck in Küche,Der Wasserdruck ist deutlich reduziert.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-004,WC-Spülung funktioniert verzögert,Die Spülung benötigt mehrere Versuche.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-005,Leichte Undichtigkeit am Waschbecken,Unter dem Becken sammelt sich Feuchtigkeit.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-006,Warmwasser schwankt zeitweise,Die Temperatur ändert sich unregelmäßig.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-007,Abfluss in Dusche teilweise verstopft,Das Wasser läuft verzögert ab.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-008,WC läuft kurz nach,Nach dem Spülen läuft Wasser kurz weiter.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-009,Leichter Wasseraustritt an Armatur,Kleine Tropfen an der Verbindung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-010,Geringe Feuchtigkeit an Rohrleitung,Leichte Feuchtigkeit sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-011,Unangenehmer Geruch aus Abfluss,Abfluss riecht trotz Nutzung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-012,Toilette spült ungleichmäßig,Die Spülleistung ist reduziert.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-013,Waschbeckenabfluss gluckert,Beim Ablaufen entstehen Geräusche.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-014,Wasserhahn lässt sich schwer schließen,Der Hahn schließt nicht sauber.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-015,Teilweise Verstopfung im Küchenabfluss,Das Wasser staut sich kurz.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-016,Warmwasser braucht lange,Es dauert lange bis warmes Wasser kommt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-017,WC-Sitz locker mit Feuchtigkeit,Feuchtigkeit am WC-Bereich.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-018,Leichte Kalkablagerungen am Wasserhahn,Der Wasserfluss ist beeinträchtigt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-019,Wasser läuft langsam aus Badewanne ab,Der Ablauf ist teilweise blockiert.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-020,Druckschwankungen beim Duschen,Der Wasserdruck schwankt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-021,Abfluss riecht trotz Reinigung,Geruch bleibt bestehen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-022,Leichte Undichtigkeit am Eckventil,Es tropft gelegentlich.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-023,Wasserhahn quietscht beim Öffnen,Geräusche bei Nutzung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-024,Wasser sammelt sich unter Spülbecken,Feuchtigkeit ohne starken Austritt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-025,Toilette spült nicht vollständig,Reste bleiben im Becken.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-026,Abfluss im Keller riecht,Geruchsbelästigung ohne Austritt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-027,Warmwasser zeitweise lauwarm,Temperatur nicht konstant.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-028,Wasserhahn tropft nach Nutzung,Nachlaufendes Tropfen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-029,Abflussgeräusche im Bad,Gluckernde Geräusche hörbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-030,Geringe Leckage an Rohrverbindung,Kleine Wassermenge sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-031,Wasserfluss im Bad reduziert,Der Durchfluss ist eingeschränkt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-032,WC-Spülung benötigt Nachdrücken,Einmaliges Drücken reicht nicht.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-033,Abfluss im Waschbecken verlangsamt,Wasser bleibt kurz stehen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-034,Leichte Undichtigkeit am Duschschlauch,Tropfen am Anschluss.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-035,Wasserhahn locker montiert,Bewegung beim Öffnen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-036,Wasser bleibt in Dusche stehen,Abfluss nur teilweise frei.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-037,WC-Spülkasten füllt langsam,Verzögerung nach Spülung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-038,Abfluss in Küche riecht unangenehm,Geruch ohne Überlauf.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-039,Warmwasserleitung klopft,Geräusche in der Leitung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-040,Leichte Feuchtigkeit an Wandanschluss,Keine Tropfen sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-041,Waschmaschinenanschluss tropft leicht,Gelegentliches Tropfen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-042,Wasserhahn spritzt unregelmäßig,Strahl ist nicht gleichmäßig.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-043,Abfluss gluckert nach Nutzung,Geräusche nach Wasserabfluss.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-044,WC-Deckel locker mit Feuchtigkeit,Leichte Feuchte im Bereich.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-045,Wasser bleibt kurz im Spülbecken stehen,Verzögerter Ablauf.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-046,Temperaturschwankungen beim Warmwasser,Wasser wird kurz kalt.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-047,Abfluss teilweise verstopft im Gäste-WC,Wasser läuft langsam ab.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-048,Leichte Undichtigkeit an Dichtung,Tropfen an der Verbindung.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-049,Wasserhahn lässt sich schwer drehen,Mechanischer Widerstand.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-050,Abfluss im Bad riecht leicht,Geruch ohne Rückstau.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-051,Warmwasser verzögert verfügbar,Mehrere Sekunden Wartezeit.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-052,WC-Spülung laut beim Füllen,Deutlich hörbare Geräusche.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-053,Abfluss in Küche gluckert,Geräusche beim Ablaufen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-054,Leichte Kalkablagerungen im Duschkopf,Wasserfluss reduziert.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-055,Wasser sammelt sich minimal am Boden,Feuchte Stelle sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-056,Wasserhahn tropft sporadisch,Nicht dauerhaft.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-057,Abfluss im Bad läuft verzögert,Wasser bleibt kurz stehen.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-058,WC-Spülung schwach,Spülleistung vermindert.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-059,Wasserleitung macht Geräusche,Knacken hörbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-060,Leichte Undichtigkeit am Anschlussventil,Kleine Feuchtigkeit sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-061,Wasserhahn lässt sich nicht vollständig schließen,Resttropfen sichtbar.,MEDIUM,mittel,mittel,Sanitär / Wasser
SW-M-062,Abfluss in Dusche gluckert,Geräusche nach Nutzung.,MEDIUM,mittel,mittel,Sanitär / Wasser
